HouseID,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,BedroomAbvGr,FullBath,YearBuilt,LotArea,Neighborhood,PropertyType,SalePrice
10442,10,1075,958.0,2.0,4,2,2021,7646.0,Lakeside,Detached,686609
10443,3,2079,394.0,2.0,2,2,2004,10686.0,East,Semi-Detached,493277
10444,10,2136,893.0,2.0,5,1,2007,13368.0,South,Semi-Detached,745167
10445,6,1586,1449.0,2.0,3,2,1994,4512.0,Greenfield,Detached,568211
10446,5,2507,863.0,1.0,4,1,2021,8247.0,Greenfield,Detached,604933
10447,5,1667,1306.0,2.0,5,2,1968,7811.0,North,Detached,552703
10448,8,1819,974.0,1.0,4,2,1978,8767.0,Central,Detached,657440
10449,9,1655,1180.0,3.0,3,2,1972,7944.0,North,Detached,671808
10450,8,1759,591.0,2.0,4,2,1981,5146.0,North,Detached,643993
10452,8,958,0.0,2.0,3,2,1998,18649.0,South,Townhouse,415322
10453,8,2627,975.0,2.0,6,2,2014,10232.0,Lakeside,Detached,753949
10454,8,1284,398.0,2.0,4,3,1978,10471.0,Central,Semi-Detached,571223
10455,7,1205,1532.0,1.0,4,2,2008,8486.0,Greenfield,Detached,556742
10456,5,566,1361.0,2.0,3,3,1994,12374.0,Central,Detached,466253
10457,8,1399,1237.0,1.0,2,2,2016,2665.0,East,Detached,592924
10458,10,1022,1658.0,2.0,2,2,2000,7986.0,Central,Detached,691737
10459,5,2653,670.0,2.0,3,1,1960,6183.0,Greenfield,Detached,605452
10460,5,2305,1749.0,3.0,4,2,1955,8543.0,Central,Townhouse,643662
10461,4,1372,1423.0,1.0,3,2,2016,13081.0,Central,Townhouse,497137
10462,7,2989,955.0,1.0,4,1,2011,8069.0,Greenfield,Detached,697727
10464,3,1571,607.0,3.0,3,2,1958,4254.0,Central,Townhouse,477474
10465,6,500,720.0,2.0,3,1,1977,7616.0,Lakeside,Detached,439756
10466,9,3010,807.0,2.0,3,2,1987,10826.0,Greenfield,Semi-Detached,742223
10467,10,986,838.0,2.0,2,2,1992,5479.0,South,Townhouse,529537
10468,3,845,627.0,1.0,5,2,1970,3248.0,West,Townhouse,361678
10469,7,2312,1539.0,4.0,3,2,2011,22261.0,Central,Detached,731372
10470,6,3092,946.0,2.0,5,2,1995,9302.0,South,Detached,694937
10471,7,2511,1191.0,2.0,3,2,2019,7241.0,West,Detached,680550
10473,5,2077,322.0,1.0,3,2,1998,8526.0,East,Townhouse,511554
10474,6,2219,,4.0,5,2,2024,14568.0,East,Semi-Detached,656587
10475,5,2167,285.0,1.0,1,3,1988,14017.0,West,Semi-Detached,520096
10476,10,1905,1023.0,2.0,4,2,2020,4508.0,East,Semi-Detached,672667
10477,3,1807,503.0,1.0,5,1,1979,9840.0,West,Semi-Detached,422578
10478,10,1716,1845.0,2.0,2,2,1970,17389.0,South,Semi-Detached,716854
10479,3,1335,1415.0,3.0,2,3,1950,,North,Semi-Detached,449985
10480,6,1596,1092.0,2.0,3,1,1981,5132.0,North,Detached,556405
10485,7,1849,1156.0,1.0,1,2,1968,9327.0,North,Semi-Detached,594009
10486,8,2516,1559.0,4.0,4,3,2008,7143.0,Central,Semi-Detached,813733
10487,5,2255,1343.0,2.0,2,2,2004,7606.0,South,Townhouse,575317
10488,6,886,1165.0,2.0,4,2,1979,5489.0,Greenfield,Detached,525664
10489,3,1206,388.0,2.0,5,2,1985,9357.0,Central,Semi-Detached,422835
10490,7,2267,,1.0,3,3,2004,12835.0,South,Detached,605320
10491,10,1210,1001.0,1.0,4,1,1993,5993.0,South,Townhouse,593085
10492,7,1626,1087.0,2.0,2,2,1976,3752.0,West,Detached,571979
10493,3,2053,598.0,2.0,4,2,2003,6980.0,North,Semi-Detached,529504
10494,8,1217,2015.0,1.0,2,2,1997,11243.0,North,Semi-Detached,579981
10497,5,1419,1079.0,4.0,3,2,1962,11279.0,West,Townhouse,505500
10499,3,874,669.0,2.0,3,1,1993,8072.0,Central,Detached,330420
10500,6,1992,1081.0,,4,1,2020,3884.0,East,Detached,589633
10501,9,1739,1153.0,2.0,3,2,1976,,West,Detached,627343
10502,7,2054,553.0,3.0,4,4,1994,8565.0,South,Townhouse,557901
10503,7,1873,1184.0,1.0,2,1,1984,5557.0,West,Townhouse,548147
10504,10,2500,988.0,1.0,4,3,1977,10402.0,Greenfield,Detached,785031
10505,9,1819,287.0,3.0,2,3,1956,5318.0,North,Detached,644885
10506,3,1514,706.0,2.0,3,2,2011,8093.0,South,Detached,421073
10508,5,2049,1805.0,2.0,4,3,1995,10555.0,South,Detached,601565
10509,10,1777,1273.0,2.0,3,1,1969,7949.0,East,Detached,682526
10510,4,1772,516.0,2.0,5,2,1987,7323.0,Lakeside,Detached,531097
10511,3,1364,1244.0,3.0,5,2,2010,5574.0,Greenfield,Semi-Detached,464852
10512,4,1385,431.0,3.0,3,2,1981,8126.0,South,Semi-Detached,406163
10513,9,979,1483.0,2.0,4,3,1975,7116.0,West,Detached,624009
10514,8,2712,862.0,3.0,2,1,2007,5407.0,Central,Semi-Detached,760543
10516,5,1369,1580.0,3.0,4,2,1969,9424.0,East,Townhouse,507874
10517,10,1355,535.0,2.0,4,2,1999,6870.0,South,Detached,601880
10518,8,2242,491.0,3.0,4,2,2001,12166.0,West,Townhouse,647626
10520,4,2436,1465.0,1.0,3,3,2002,4489.0,Lakeside,Detached,634034
10521,10,1380,442.0,3.0,2,2,2015,14604.0,Central,Detached,690206
10522,9,1903,0.0,3.0,4,3,1992,11298.0,North,Townhouse,651534
10523,8,1291,870.0,3.0,3,2,1972,12557.0,North,Semi-Detached,549919
10524,9,2930,1271.0,1.0,4,1,2013,9580.0,Greenfield,Townhouse,761478
10525,4,1097,1530.0,3.0,3,1,1958,2794.0,West,Semi-Detached,422857
10526,9,1920,865.0,3.0,3,1,1956,,Lakeside,Semi-Detached,645394
10529,4,1648,302.0,0.0,3,2,2014,10202.0,West,Townhouse,478417
10532,10,1669,1230.0,2.0,3,2,1981,6330.0,South,Semi-Detached,629178
10534,3,2966,1064.0,0.0,2,2,2013,4943.0,Lakeside,Detached,624340
10537,10,1701,1231.0,1.0,5,3,1998,9693.0,Greenfield,Detached,730579
10538,9,3169,657.0,0.0,3,3,1957,19569.0,North,Semi-Detached,684694
10540,4,2652,1229.0,3.0,5,2,1995,5451.0,North,Townhouse,687486
10541,9,2673,913.0,2.0,1,2,1970,7078.0,East,Semi-Detached,703648
10542,4,1446,1118.0,3.0,4,3,1981,13936.0,Lakeside,Semi-Detached,510663
10543,5,2063,665.0,0.0,3,2,1957,9718.0,Greenfield,Detached,491698
10546,10,1638,1113.0,2.0,4,2,1976,13595.0,Greenfield,Detached,656254
10547,7,1430,815.0,0.0,4,2,1967,4936.0,East,Townhouse,481782
10548,6,1192,1140.0,2.0,1,2,1984,9933.0,North,Detached,490541
10549,4,1393,1336.0,2.0,5,2,2001,9343.0,East,Townhouse,474273
10550,9,1077,230.0,3.0,2,2,1964,8158.0,East,Detached,513787
10551,3,1769,1514.0,2.0,3,2,2012,11403.0,West,Detached,533555
10553,7,1879,1220.0,2.0,2,1,2015,6290.0,North,Semi-Detached,609629
10554,6,894,1529.0,1.0,2,3,1980,8340.0,Greenfield,Detached,483833
10557,10,653,935.0,1.0,2,2,1983,11824.0,Greenfield,Semi-Detached,517344
10558,8,1956,736.0,4.0,2,3,2004,5953.0,North,Detached,650256
10559,10,2425,,2.0,4,3,2008,5349.0,South,Detached,756240
10560,8,1085,,0.0,4,2,1952,6053.0,Lakeside,Detached,515012
10561,6,2670,828.0,2.0,3,2,1966,7776.0,South,Townhouse,580004
10563,9,1362,569.0,3.0,3,2,1987,16550.0,South,Detached,567070
10564,9,1719,892.0,3.0,2,2,1984,15635.0,North,Detached,631196
10565,6,2057,1177.0,4.0,2,3,1950,11631.0,West,Detached,608130
10566,4,1792,917.0,2.0,3,1,1978,8449.0,South,Detached,486946
10567,4,2046,1013.0,2.0,3,4,1953,5272.0,Central,Detached,554098
10568,10,1244,838.0,2.0,3,3,2010,17035.0,Central,Detached,631100
10569,9,1843,444.0,1.0,3,2,1966,7156.0,Greenfield,Detached,577033
10570,9,972,1179.0,2.0,5,3,1977,9080.0,Lakeside,Detached,615508
10572,5,1253,1057.0,1.0,3,2,1957,8225.0,Lakeside,Semi-Detached,448566
10573,3,1345,1140.0,2.0,3,2,1983,13429.0,Central,Detached,451328
10574,4,2430,1327.0,3.0,3,1,2008,9819.0,Central,Detached,614031
10575,9,2350,542.0,3.0,3,2,1967,12483.0,Lakeside,Semi-Detached,701123
10576,8,2085,1731.0,1.0,4,3,2008,9784.0,West,Townhouse,681627
10577,7,1149,1131.0,1.0,3,2,1976,7865.0,East,Detached,541554
10578,8,1576,1703.0,1.0,4,2,1965,8272.0,Central,Semi-Detached,593397
10579,4,2417,757.0,3.0,5,2,1959,7779.0,South,Detached,579465
10580,4,1828,1777.0,1.0,3,3,1971,4488.0,South,Detached,530775
10581,8,3026,1360.0,2.0,3,1,1965,5099.0,West,Townhouse,760694
10582,3,1966,1271.0,1.0,2,2,1961,11164.0,South,Semi-Detached,484265
10585,8,1823,1530.0,3.0,3,1,1950,4987.0,West,Detached,634863
10586,9,1666,1106.0,1.0,5,2,1976,6511.0,East,Semi-Detached,570518
10587,8,2139,263.0,2.0,2,2,2016,7460.0,Central,Detached,663225
10588,5,2276,603.0,1.0,3,2,1961,6663.0,East,Detached,539043
10589,6,1318,976.0,2.0,4,3,1979,,West,Detached,516675
10593,7,1143,270.0,2.0,3,2,2003,11164.0,Greenfield,Townhouse,453454
10595,6,1964,323.0,2.0,2,2,2014,4435.0,Lakeside,Semi-Detached,581546
10596,6,3121,1354.0,1.0,3,1,1991,16205.0,Greenfield,Detached,723205
10597,7,1747,1012.0,2.0,4,2,1998,6359.0,East,Townhouse,586369
10598,9,2211,1218.0,2.0,4,2,1953,6104.0,West,Detached,684685
10600,8,1696,1562.0,2.0,3,2,2000,8204.0,Central,Semi-Detached,658500
10601,7,2255,1467.0,3.0,2,2,2021,19514.0,Greenfield,Detached,706037
10602,10,1590,1283.0,3.0,1,2,2009,4001.0,Central,Detached,681167
10604,8,1927,1282.0,3.0,4,1,2021,9027.0,East,Detached,686994
10605,9,1383,767.0,2.0,4,2,2007,10336.0,Lakeside,Semi-Detached,636880
10606,5,2296,1392.0,2.0,3,2,1953,,Central,Townhouse,573858
10607,9,1654,1710.0,3.0,3,2,1971,10460.0,Central,Detached,720969
10608,10,1334,1478.0,2.0,3,2,1952,4808.0,South,Townhouse,637790
10609,6,2045,758.0,2.0,3,3,1996,5229.0,Lakeside,Townhouse,637579
10610,10,1256,1195.0,2.0,3,2,1987,8459.0,Greenfield,Semi-Detached,611918
10613,6,2347,1230.0,2.0,2,2,2014,10514.0,East,Detached,664402
10614,4,2011,,2.0,3,2,1975,4935.0,Greenfield,Townhouse,482683
10616,5,2200,937.0,2.0,4,1,1999,4700.0,South,Semi-Detached,566306
10617,3,2515,930.0,1.0,3,2,1987,17724.0,East,Detached,524905
10622,4,1582,748.0,1.0,1,3,1961,8159.0,Lakeside,Semi-Detached,475665
10623,9,1415,1469.0,3.0,4,2,1998,15806.0,North,Semi-Detached,644424
10624,4,1647,1712.0,,2,2,1963,11346.0,Greenfield,Semi-Detached,510007
10625,7,1781,857.0,1.0,5,2,1995,5605.0,Central,Semi-Detached,592377
10626,4,2041,805.0,2.0,5,1,1984,11852.0,North,Detached,517563
10627,7,1711,1246.0,2.0,3,2,1978,4572.0,North,Townhouse,540813
10628,8,2018,907.0,0.0,3,2,1961,5790.0,North,Semi-Detached,593878
10630,9,663,1346.0,2.0,3,1,2015,4807.0,North,Detached,577350
10631,3,1233,286.0,2.0,4,2,1951,12917.0,South,Detached,372113
10632,6,1671,1577.0,2.0,2,2,2008,22312.0,Central,Detached,571076
10633,7,1085,1079.0,2.0,2,2,1966,7007.0,West,Detached,505151
10634,3,2080,885.0,4.0,3,1,1959,5967.0,Lakeside,Detached,560926
10635,4,2592,1014.0,2.0,3,2,1967,7547.0,Central,Detached,634387
10636,4,2420,1035.0,1.0,5,3,1971,6225.0,North,Detached,545573
10637,3,1633,358.0,1.0,2,2,2007,9000.0,Greenfield,Semi-Detached,441864
10638,9,2570,1648.0,2.0,4,2,2002,4412.0,South,Detached,739258
10639,4,1832,,2.0,3,2,1950,9233.0,West,Detached,516538
10640,10,1565,1227.0,1.0,3,2,2010,18912.0,Central,Detached,673277
10641,8,1413,1431.0,2.0,3,2,1980,3249.0,North,Detached,625256
10642,8,1584,642.0,0.0,3,3,1980,4728.0,Greenfield,Detached,547556
10643,10,1537,1239.0,2.0,2,4,2015,6548.0,West,Semi-Detached,652495
10645,10,1838,1389.0,2.0,4,2,2002,11943.0,Greenfield,Detached,730233
10646,7,1752,199.0,,3,3,2023,11518.0,West,Semi-Detached,562117
10647,7,1990,1010.0,1.0,3,2,1971,3737.0,Central,Detached,583218
10648,3,2405,809.0,2.0,4,2,1972,5906.0,West,Townhouse,488401
10649,10,2272,1223.0,0.0,4,2,1964,5335.0,Lakeside,Townhouse,685866
10650,7,933,1238.0,3.0,3,3,1975,7769.0,North,Detached,525183
10653,9,998,1006.0,2.0,4,3,1989,6564.0,North,Semi-Detached,571267
10654,7,1626,691.0,,3,2,1988,10388.0,Central,Semi-Detached,562224
10656,7,759,902.0,3.0,4,3,1967,7311.0,South,Semi-Detached,479065
10657,9,2048,0.0,1.0,2,2,1990,17168.0,North,Semi-Detached,591701
10658,5,2168,900.0,1.0,6,1,2019,19589.0,Central,Townhouse,578831
10659,6,1433,635.0,2.0,2,1,1976,3025.0,Lakeside,Semi-Detached,514470
10660,4,500,397.0,1.0,4,2,1964,8421.0,East,Semi-Detached,290243
10662,5,1965,1094.0,3.0,3,2,2007,9924.0,South,Detached,588242
10663,7,937,1581.0,4.0,5,2,1954,8067.0,Central,Detached,558300
10664,8,1851,1175.0,2.0,3,3,2022,14442.0,North,Detached,686960
10665,3,1742,807.0,3.0,3,2,1956,,West,Detached,434375
10666,7,2069,1232.0,2.0,2,2,1990,11007.0,Central,Townhouse,641767
10667,8,1816,866.0,1.0,1,2,1959,7278.0,Greenfield,Semi-Detached,557419
10668,6,1215,772.0,2.0,3,2,2011,8767.0,East,Semi-Detached,503872
10669,7,2408,588.0,2.0,4,2,1975,9693.0,Central,Detached,676594
10670,9,1663,349.0,4.0,2,2,2017,11810.0,West,Townhouse,617149
10672,8,1237,1113.0,2.0,3,2,1990,6507.0,East,Semi-Detached,547481
10673,8,1506,1011.0,0.0,4,3,2014,3360.0,South,Detached,602415
10674,8,1263,884.0,1.0,4,2,1966,6721.0,Greenfield,Detached,540811
10675,6,1655,672.0,0.0,3,2,1973,12284.0,North,Semi-Detached,473516
10676,7,2691,1293.0,,2,3,1976,9854.0,North,Semi-Detached,695895
10677,6,995,523.0,3.0,5,1,1956,5108.0,North,Townhouse,449488
10678,10,863,1360.0,3.0,3,4,2022,3396.0,Lakeside,Townhouse,651846
10680,4,1635,749.0,2.0,4,2,1952,12123.0,Lakeside,Semi-Detached,465678
10682,7,2322,849.0,,2,1,1982,4175.0,North,Townhouse,615210
10684,6,2754,1256.0,2.0,4,3,2008,9265.0,South,Detached,689540
10685,3,2123,1441.0,2.0,4,2,2001,13993.0,Central,Detached,568092
10686,8,1482,,0.0,3,3,1955,7127.0,Central,Detached,585370
10687,8,2937,609.0,0.0,3,3,1951,12860.0,West,Detached,674595
10688,7,1417,918.0,1.0,2,2,1978,12235.0,North,Detached,544076
10689,9,2158,738.0,2.0,3,2,1989,4711.0,Central,Semi-Detached,688630
10690,4,1915,1582.0,3.0,4,1,2010,14045.0,Lakeside,Detached,584925
10691,4,2466,571.0,2.0,3,2,2017,9136.0,Central,Detached,601319
10692,8,2609,1407.0,,3,2,2017,4648.0,Lakeside,Semi-Detached,702869
10693,7,1768,1407.0,2.0,3,1,1978,17669.0,South,Townhouse,559312
10694,6,1336,1782.0,2.0,4,1,2011,7560.0,Greenfield,Townhouse,564481
10695,4,2003,886.0,1.0,5,3,2009,3336.0,South,Semi-Detached,523146
10696,6,1377,1335.0,3.0,2,2,1990,5822.0,North,Detached,580619
10697,9,2857,1963.0,,3,2,2014,5211.0,Lakeside,Detached,864936
10698,4,1825,803.0,1.0,2,2,2013,5886.0,Greenfield,Detached,491850
10699,4,1549,436.0,2.0,4,3,2012,6548.0,Central,Detached,470423
10700,5,1852,298.0,2.0,4,2,1997,7125.0,South,Detached,504504
10703,3,2410,901.0,2.0,5,2,2013,10420.0,Greenfield,Detached,583196
10704,10,1389,1225.0,2.0,2,1,1954,5718.0,North,Detached,621705
10705,7,1174,1124.0,0.0,4,2,1983,13611.0,Lakeside,Semi-Detached,519073
10707,6,2402,1139.0,1.0,5,2,2016,10551.0,Lakeside,Detached,676489
10708,10,2145,1562.0,0.0,3,2,2011,16759.0,Greenfield,Detached,726497
10709,10,2298,669.0,2.0,4,2,1973,7386.0,East,Detached,675789
10710,10,1334,779.0,2.0,4,4,1952,8728.0,East,Detached,622342
10712,4,2576,1382.0,3.0,2,2,2016,6354.0,West,Detached,633611
10713,3,1573,1410.0,1.0,5,3,1999,16198.0,Central,Semi-Detached,515671
10714,6,1612,1230.0,2.0,3,1,1978,11204.0,Central,Detached,561398
10715,10,2481,1523.0,1.0,2,4,2023,9658.0,North,Semi-Detached,834847
10717,5,2001,1717.0,1.0,4,3,1988,5795.0,South,Detached,600764
10718,6,2941,1659.0,2.0,2,2,1958,17496.0,Greenfield,Detached,722346
10719,10,1396,1344.0,2.0,3,2,1963,9625.0,South,Detached,615158
10720,6,2260,1763.0,4.0,2,3,2017,10180.0,Central,Detached,716799
10721,4,1781,387.0,0.0,3,4,2013,8638.0,South,Detached,441728
10723,6,2591,756.0,0.0,6,3,1977,9291.0,South,Townhouse,612838
10724,3,2029,1339.0,2.0,4,2,1963,4018.0,Central,Semi-Detached,508348
10725,3,2046,630.0,0.0,2,1,1993,3884.0,West,Detached,476891
10726,7,2340,1353.0,3.0,5,2,1988,5746.0,Greenfield,Semi-Detached,650403
10727,5,1549,1598.0,2.0,3,3,1977,8723.0,South,Detached,529288
10728,5,1288,1328.0,2.0,2,2,2013,3948.0,Central,Semi-Detached,547963
10729,7,1175,1164.0,2.0,5,2,1981,8471.0,Central,Detached,568532
10730,6,669,655.0,1.0,4,4,1958,5114.0,North,Detached,436525
10731,5,2881,711.0,1.0,4,2,1977,5433.0,East,Townhouse,584063
10732,3,1143,1550.0,2.0,4,2,1966,14357.0,West,Semi-Detached,413522
10733,3,1628,1362.0,2.0,3,2,2004,8135.0,East,Detached,496973
10735,4,1919,883.0,1.0,4,2,1955,8702.0,Central,Detached,506160
10736,5,2199,240.0,4.0,3,3,1997,4129.0,South,Townhouse,564210
10737,6,2223,622.0,0.0,3,2,2024,9502.0,Central,Semi-Detached,565328
10738,7,1429,1815.0,3.0,4,3,2016,13167.0,Greenfield,Townhouse,641355
10739,7,1658,538.0,3.0,4,1,1990,10775.0,West,Detached,594445
10740,6,1905,1126.0,2.0,3,2,2009,21124.0,West,Detached,602454
10741,9,1613,1453.0,1.0,4,2,1991,3344.0,North,Semi-Detached,644010
10742,8,2634,548.0,1.0,4,1,2020,8470.0,Lakeside,Detached,705795
10743,4,2020,1124.0,2.0,4,2,1977,4370.0,South,Detached,516797
10744,7,2154,1425.0,2.0,3,2,1962,7400.0,West,Semi-Detached,649072
10745,5,2115,1055.0,3.0,3,1,1964,8006.0,Greenfield,Semi-Detached,571114
10747,5,1850,383.0,2.0,2,2,1964,7788.0,Central,Semi-Detached,510671
10748,9,1037,1473.0,1.0,3,2,2024,7723.0,East,Semi-Detached,594257
10749,3,1970,981.0,1.0,3,3,2005,12576.0,North,Semi-Detached,482883
10750,4,1392,1359.0,3.0,3,2,1953,7812.0,Lakeside,Detached,534154
10751,10,1459,1227.0,1.0,5,2,2001,18237.0,North,Detached,651607
10752,7,2073,757.0,0.0,2,3,1959,10814.0,Central,Semi-Detached,571813
10753,4,2431,1142.0,2.0,4,3,1994,11615.0,North,Townhouse,614517
10754,4,1762,307.0,2.0,4,2,1978,3452.0,Lakeside,Detached,465709
10757,4,1882,1305.0,1.0,3,2,1972,7965.0,West,Detached,533718
10758,5,3181,1473.0,3.0,3,3,2006,5964.0,East,Detached,770960
10759,3,2061,1197.0,1.0,4,3,1999,5046.0,East,Semi-Detached,500444
10760,9,782,1109.0,2.0,3,2,1970,4657.0,East,Detached,514357
10761,6,2164,698.0,2.0,4,4,1992,8380.0,South,Semi-Detached,587684
10762,4,1960,765.0,0.0,2,2,1959,3297.0,East,Semi-Detached,429250
10763,7,2459,,2.0,4,1,1979,7172.0,East,Townhouse,584035
10764,4,2120,1625.0,1.0,3,3,2000,12877.0,West,Detached,591308
10765,7,1674,955.0,2.0,4,2,1982,10631.0,South,Semi-Detached,559282
10767,7,1635,688.0,3.0,4,4,1971,5347.0,West,Detached,593406
10769,6,1431,1316.0,1.0,3,2,1970,12785.0,East,Semi-Detached,500130
10770,3,2074,1826.0,2.0,4,2,1950,6537.0,Lakeside,Detached,564570
10771,7,2668,699.0,2.0,3,2,1964,7706.0,North,Townhouse,642100
10774,6,1995,1309.0,2.0,4,3,2003,18337.0,North,Semi-Detached,667960
10775,4,2408,964.0,1.0,4,2,1981,15448.0,Lakeside,Detached,595712
10776,7,1415,701.0,2.0,3,2,2007,2801.0,East,Semi-Detached,526464
10777,3,1676,1403.0,1.0,3,2,1995,6963.0,South,Detached,500395
10779,10,1318,683.0,1.0,4,2,1982,12204.0,Central,Detached,628718
10780,5,2107,1592.0,4.0,3,2,1988,8014.0,Greenfield,Detached,622049
10782,5,1981,1104.0,2.0,4,2,1992,6700.0,Central,Detached,557008
10784,6,1509,1272.0,3.0,4,3,1951,5413.0,North,Detached,575269
10785,4,2147,705.0,2.0,3,1,2015,4013.0,Central,Townhouse,528501
10787,9,2700,189.0,2.0,4,1,1978,4121.0,North,Detached,694970
10789,10,1874,425.0,2.0,3,3,2020,4894.0,North,Detached,688431
10790,9,2263,1651.0,2.0,4,2,1985,9552.0,Central,Detached,762313
10791,8,970,918.0,3.0,3,2,1978,9385.0,West,Semi-Detached,520646
10792,10,782,,3.0,6,3,1986,9548.0,Greenfield,Detached,607208
10793,7,911,799.0,3.0,6,3,1994,13574.0,South,Detached,546527
10794,6,2444,935.0,1.0,3,4,1965,7723.0,West,Detached,647746
10795,3,1446,1617.0,2.0,2,2,1980,5630.0,South,Detached,451583
10796,9,3157,55.0,2.0,4,2,1983,21641.0,West,Detached,761968
10797,7,1440,1561.0,2.0,3,1,1999,12025.0,Central,Semi-Detached,612309
10798,9,1852,1185.0,2.0,2,2,2014,8568.0,Central,Detached,674776
10799,3,2598,567.0,1.0,4,3,2011,8304.0,Lakeside,Detached,597968
10800,5,2853,620.0,3.0,2,2,1992,9114.0,Lakeside,Semi-Detached,661757
10801,3,2884,1721.0,2.0,5,2,2005,7305.0,North,Detached,687382
10802,8,2415,672.0,1.0,2,2,1964,8475.0,East,Semi-Detached,599002
10804,3,2076,1505.0,1.0,3,4,1998,5769.0,West,Detached,542341
10805,8,2178,1185.0,2.0,5,1,1993,3835.0,South,Semi-Detached,651876
10806,6,1447,675.0,0.0,4,2,1959,3144.0,West,Detached,455916
10807,10,1300,1137.0,2.0,4,3,1969,11929.0,East,Townhouse,597549
10808,3,1748,640.0,2.0,3,2,2019,3924.0,East,Detached,481113
10809,8,1656,1490.0,2.0,3,1,1957,9864.0,Lakeside,Semi-Detached,600285
10810,7,1501,1475.0,2.0,3,2,1994,4759.0,East,Townhouse,532187
10811,5,2133,1263.0,3.0,3,2,1983,4793.0,North,Semi-Detached,621167
10812,5,2275,1195.0,1.0,3,1,2000,5791.0,North,Semi-Detached,569938
10813,3,1799,1754.0,1.0,4,3,1953,8730.0,Lakeside,Semi-Detached,490744
10815,6,1122,577.0,1.0,5,3,1973,6061.0,Central,Detached,484430
10816,7,1643,1230.0,4.0,2,3,2004,7908.0,East,Detached,666888
10817,3,1356,1884.0,3.0,5,2,1975,4641.0,Greenfield,Detached,501505
10820,3,1683,1217.0,1.0,3,2,2020,7252.0,Central,Detached,515906
10821,9,2582,1028.0,2.0,3,3,2023,14184.0,East,Semi-Detached,747233
10822,6,2097,657.0,2.0,4,1,2007,4408.0,East,Detached,598086
10823,8,1187,1499.0,2.0,3,2,1961,7615.0,South,Detached,526127
10824,9,2770,1978.0,3.0,3,2,1950,8493.0,South,Semi-Detached,766436
10825,10,2422,1128.0,0.0,4,2,1999,5564.0,Central,Semi-Detached,740454
10826,6,2070,688.0,2.0,4,2,1974,7726.0,Greenfield,Semi-Detached,572358
10827,5,1625,430.0,2.0,4,2,1954,10299.0,Central,Detached,463987
10828,4,1222,1153.0,,3,1,2017,6483.0,East,Detached,459135
10829,9,1545,1492.0,1.0,4,1,1955,11284.0,North,Semi-Detached,622751
10830,10,2349,1240.0,2.0,4,2,1975,9546.0,North,Detached,760555
10831,7,2787,1049.0,3.0,3,2,2004,6154.0,East,Semi-Detached,748749
10832,7,2599,814.0,1.0,3,2,1988,13287.0,East,Townhouse,620203
10833,5,1481,613.0,3.0,3,2,1958,5732.0,West,Detached,441663
10834,6,1134,1384.0,2.0,2,2,1994,11759.0,North,Detached,520648
10835,3,1827,1416.0,3.0,3,2,1963,5778.0,Greenfield,Detached,452587
10836,6,777,432.0,2.0,2,3,2004,6939.0,East,Semi-Detached,444427
10837,5,1928,1686.0,1.0,4,1,1958,7435.0,Lakeside,Detached,583042
10838,7,1669,1280.0,2.0,4,2,1964,9317.0,West,Detached,600927
10839,6,1494,1610.0,3.0,5,3,1986,2700.0,North,Semi-Detached,608792
10840,7,873,513.0,2.0,4,3,1999,9831.0,Lakeside,Detached,544189
10841,9,2032,504.0,4.0,2,2,2021,7639.0,Central,Detached,652052
10842,10,1457,990.0,2.0,5,2,1970,9098.0,West,Semi-Detached,585859
10843,3,1107,1251.0,1.0,4,2,2006,10030.0,West,Detached,420461
10848,4,1499,1542.0,3.0,5,1,1992,8752.0,South,Detached,479350
10849,9,1419,664.0,,2,2,1991,5608.0,Greenfield,Townhouse,547576
10851,9,1201,936.0,2.0,3,3,1950,7128.0,Central,Detached,581885
10852,4,1916,1686.0,2.0,4,1,2004,11918.0,West,Detached,566158
10853,7,2171,1322.0,3.0,4,1,1964,13790.0,West,Detached,658956
10854,5,2425,995.0,2.0,6,2,1996,9067.0,East,Semi-Detached,587481
10855,9,1695,842.0,2.0,3,1,1995,10272.0,South,Semi-Detached,585630
10857,5,1267,1221.0,2.0,4,3,2020,11952.0,Central,Detached,556354
10859,4,1625,812.0,2.0,3,3,1952,7006.0,Central,Semi-Detached,468434
10860,9,1952,,2.0,3,1,1979,4623.0,Central,Detached,658908
10861,6,2252,1081.0,2.0,4,1,1984,6430.0,South,Semi-Detached,575951
10862,3,1308,199.0,3.0,4,1,2006,4856.0,North,Semi-Detached,399066
10863,4,2571,1233.0,2.0,3,2,1978,11270.0,Lakeside,Detached,622943
10864,4,1601,,2.0,3,3,1999,13855.0,West,Semi-Detached,512325
10866,3,1339,375.0,1.0,4,2,2001,24487.0,North,Semi-Detached,376803
10867,7,500,332.0,1.0,3,2,1963,6503.0,North,Detached,441969
10869,9,2155,766.0,2.0,4,1,1977,4701.0,Lakeside,Detached,699638
10871,7,1787,840.0,2.0,3,1,1979,4115.0,Greenfield,Detached,601832
10872,10,2034,1121.0,0.0,3,2,1956,10331.0,Greenfield,Semi-Detached,659694
10873,4,891,1210.0,2.0,3,2,1988,6817.0,Greenfield,Semi-Detached,426701
10874,3,1459,1102.0,2.0,4,3,2018,3174.0,West,Detached,489259
10875,4,2187,1019.0,2.0,2,2,1984,5878.0,South,Detached,490336
